"","hojas","min_data","bines","lerners....l","profundidad....p","lambda....l2","exactitud","precision","precision_secundaria","promedio"
"90",15,5,20,0.1,10,2.5,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"91",15,5,20,0.1,10,3,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"92",15,5,20,0.15,10,0,0.655863142705248,0.68789337282488,0.615819209039548,0.653191908189892
"93",15,5,20,0.15,10,0.5,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"94",15,5,20,0.15,10,1,0.655977063871801,0.688078489448352,0.615819209039548,0.653291587453234
"95",15,5,20,0.15,10,1.5,0.671014657856763,0.701592002961866,0.632768361581921,0.668458340800183
"96",15,5,20,0.15,10,2,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"97",15,5,20,0.15,10,2.5,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"98",15,5,20,0.15,10,3,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"99",15,5,20,0.2,10,0,0.645800106326422,0.678822658274713,0.604519774011299,0.643047512870811
"100",15,5,20,0.2,10,0.5,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"101",15,5,20,0.2,10,1,0.655939090149616,0.688016783907195,0.615819209039548,0.65325836103212
"102",15,5,20,0.2,10,1.5,0.64086352244247,0.674441564852524,0.598870056497175,0.638058381264056
"103",15,5,20,0.2,10,2,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"104",15,5,20,0.2,10,2.5,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"105",15,5,20,0.2,10,3,0.64086352244247,0.674441564852524,0.598870056497175,0.638058381264056
"106",15,5,30,0.2,10,0,0.660989595200121,0.692582993952857,0.621468926553672,0.658347171902217
"107",15,5,30,0.2,10,0.5,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"108",15,5,30,0.2,10,1,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"109",15,5,30,0.2,10,1.5,0.665964152806258,0.697025792916204,0.627118644067797,0.663369529930086
"110",15,5,30,0.2,10,2,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"111",15,5,30,0.2,10,2.5,0.660951621477937,0.692521288411699,0.621468926553672,0.658313945481103
"112",15,5,30,0.2,10,3,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"113",15,5,50,0.2,10,0,0.64086352244247,0.674441564852524,0.598870056497175,0.638058381264056
"114",15,5,50,0.2,10,0.5,0.645914027492975,0.679007774898186,0.604519774011299,0.643147192134153
"115",15,5,50,0.2,10,1,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"116",15,5,50,0.2,10,1.5,0.625825928457507,0.66092805133901,0.581920903954802,0.622891627917107
"117",15,5,50,0.2,10,2,0.64086352244247,0.674441564852524,0.598870056497175,0.638058381264056
"118",15,5,50,0.2,10,2.5,0.635888964836333,0.669998765889177,0.593220338983051,0.633036023236187
"119",15,5,50,0.2,10,3,0.640901496164654,0.674503270393681,0.598870056497175,0.63809160768517
"120",15,5,75,0.2,10,0,0.625712007290955,0.660742934715537,0.581920903954802,0.622791948653765
"121",15,5,75,0.2,10,0.5,0.625787954735323,0.660866345797853,0.581920903954802,0.622858401495993
"122",15,5,75,0.2,10,1,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"123",15,5,75,0.2,10,1.5,0.635888964836333,0.669998765889177,0.593220338983051,0.633036023236187
"124",15,5,75,0.2,10,2,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"125",15,5,75,0.2,10,2.5,0.620775423407002,0.656361841293348,0.576271186440678,0.617802817047009
"126",15,5,75,0.2,10,3,0.620775423407002,0.656361841293348,0.576271186440678,0.617802817047009
"127",15,5,100,0.2,10,0,0.65096453254348,0.683573984943848,0.610169491525424,0.648236003004251
"128",15,5,100,0.2,10,0.5,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"129",15,5,100,0.2,10,1,0.620775423407002,0.656361841293348,0.576271186440678,0.617802817047009
"130",15,5,100,0.2,10,1.5,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"131",15,5,100,0.2,10,2,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"132",15,5,100,0.2,10,2.5,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"133",15,5,100,0.2,10,3,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"134",15,5,120,0.2,10,0,0.65096453254348,0.683573984943848,0.610169491525424,0.648236003004251
"135",15,5,120,0.2,10,0.5,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"136",15,5,120,0.2,10,1,0.620775423407002,0.656361841293348,0.576271186440678,0.617802817047009
"137",15,5,120,0.2,10,1.5,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"138",15,5,120,0.2,10,2,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"139",15,5,120,0.2,10,2.5,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"140",15,5,120,0.2,10,3,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"141",15,5,150,0.2,10,0,0.65096453254348,0.683573984943848,0.610169491525424,0.648236003004251
"142",15,5,150,0.2,10,0.5,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"143",15,5,150,0.2,10,1,0.620775423407002,0.656361841293348,0.576271186440678,0.617802817047009
"144",15,5,150,0.2,10,1.5,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"145",15,5,150,0.2,10,2,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"146",15,5,150,0.2,10,2.5,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"147",15,5,150,0.2,10,3,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"148",15,10,20,0.2,10,0,0.665964152806258,0.697025792916204,0.627118644067797,0.663369529930086
"149",15,10,20,0.2,10,0.5,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"150",15,10,20,0.2,10,1,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"151",15,10,20,0.2,10,1.5,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"152",15,10,20,0.2,10,2,0.665964152806258,0.697025792916204,0.627118644067797,0.663369529930086
"153",15,10,20,0.2,10,2.5,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"154",15,10,20,0.2,10,3,0.655939090149616,0.688016783907195,0.615819209039548,0.65325836103212
"155",15,10,30,0.2,10,0,0.671014657856763,0.701592002961866,0.632768361581921,0.668458340800183
"156",15,10,30,0.2,10,0.5,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"157",15,10,30,0.2,10,1,0.660951621477937,0.692521288411699,0.621468926553672,0.658313945481103
"158",15,10,30,0.2,10,1.5,0.64086352244247,0.674441564852524,0.598870056497175,0.638058381264056
"159",15,10,30,0.2,10,2,0.650926558821296,0.68351227940269,0.610169491525424,0.648202776583137
"160",15,10,30,0.2,10,2.5,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"161",15,10,30,0.2,10,3,0.64086352244247,0.674441564852524,0.598870056497175,0.638058381264056
"162",15,10,50,0.2,10,0,0.640901496164654,0.674503270393681,0.598870056497175,0.63809160768517
"163",15,10,50,0.2,10,0.5,0.640901496164654,0.674503270393681,0.598870056497175,0.63809160768517
"164",15,10,50,0.2,10,1,0.635850991114149,0.669937060348019,0.593220338983051,0.633002796815073
"165",15,10,50,0.2,10,1.5,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"166",15,10,50,0.2,10,2,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"167",15,10,50,0.2,10,2.5,0.655939090149616,0.688016783907195,0.615819209039548,0.65325836103212
"168",15,10,50,0.2,10,3,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"169",15,10,75,0.2,10,0,0.645989974937343,0.679131185980501,0.604519774011299,0.643213644976381
"170",15,10,75,0.2,10,0.5,0.640901496164654,0.674503270393681,0.598870056497175,0.63809160768517
"171",15,10,75,0.2,10,1,0.625787954735323,0.660866345797853,0.581920903954802,0.622858401495993
"172",15,10,75,0.2,10,1.5,0.625787954735323,0.660866345797853,0.581920903954802,0.622858401495993
"173",15,10,75,0.2,10,2,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"174",15,10,75,0.2,10,2.5,0.625825928457507,0.66092805133901,0.581920903954802,0.622891627917107
"175",15,10,75,0.2,10,3,0.620775423407002,0.656361841293348,0.576271186440678,0.617802817047009
"176",15,10,100,0.2,10,0,0.625749981013139,0.660804640256695,0.581920903954802,0.622825175074879
"177",15,10,100,0.2,10,0.5,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"178",15,10,100,0.2,10,1,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"179",15,10,100,0.2,10,1.5,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"180",15,10,100,0.2,10,2,0.63076251234146,0.6653091447612,0.587570621468926,0.627880759523862
"181",15,10,100,0.2,10,2.5,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"182",15,10,100,0.2,10,3,0.63076251234146,0.6653091447612,0.587570621468927,0.627880759523862
"183",15,10,120,0.2,10,0,0.625749981013139,0.660804640256695,0.581920903954802,0.622825175074879
"184",15,10,120,0.2,10,0.5,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"185",15,10,120,0.2,10,1,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"186",15,10,120,0.2,10,1.5,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"187",15,10,120,0.2,10,2,0.63076251234146,0.6653091447612,0.587570621468926,0.627880759523862
"188",15,10,120,0.2,10,2.5,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"189",15,10,120,0.2,10,3,0.63076251234146,0.6653091447612,0.587570621468927,0.627880759523862
"190",15,10,150,0.2,10,0,0.625749981013139,0.660804640256695,0.581920903954802,0.622825175074879
"191",15,10,150,0.2,10,0.5,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"192",15,10,150,0.2,10,1,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"193",15,10,150,0.2,10,1.5,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"194",15,10,150,0.2,10,2,0.63076251234146,0.6653091447612,0.587570621468926,0.627880759523862
"195",15,10,150,0.2,10,2.5,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"196",15,10,150,0.2,10,3,0.63076251234146,0.6653091447612,0.587570621468927,0.627880759523862
"197",15,15,20,0.2,10,0,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"198",15,15,20,0.2,10,0.5,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"199",15,15,20,0.2,10,1,0.645800106326422,0.678822658274713,0.604519774011299,0.643047512870811
"200",15,15,20,0.2,10,1.5,0.670938710412395,0.701468591879551,0.632768361581921,0.668391887957955
"201",15,15,20,0.2,10,2,0.650926558821296,0.68351227940269,0.610169491525424,0.648202776583137
"202",15,15,20,0.2,10,2.5,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"203",15,15,20,0.2,10,3,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"204",15,15,30,0.2,10,0,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"205",15,15,30,0.2,10,0.5,0.650926558821296,0.68351227940269,0.610169491525424,0.648202776583137
"206",15,15,30,0.2,10,1,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"207",15,15,30,0.2,10,1.5,0.620699475962634,0.656238430211033,0.576271186440678,0.617736364204782
"208",15,15,30,0.2,10,2,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"209",15,15,30,0.2,10,2.5,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"210",15,15,30,0.2,10,3,0.63577504366978,0.669813649265704,0.593220338983051,0.632936343972845
"211",15,15,50,0.2,10,0,0.625825928457507,0.66092805133901,0.581920903954802,0.622891627917107
"212",15,15,50,0.2,10,0.5,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"213",15,15,50,0.2,10,1,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"214",15,15,50,0.2,10,1.5,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"215",15,15,50,0.2,10,2,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"216",15,15,50,0.2,10,2.5,0.625749981013139,0.660804640256695,0.581920903954802,0.622825175074879
"217",15,15,50,0.2,10,3,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"218",15,15,75,0.2,10,0,0.620775423407002,0.656361841293348,0.576271186440678,0.617802817047009
"219",15,15,75,0.2,10,0.5,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"220",15,15,75,0.2,10,1,0.625787954735323,0.660866345797853,0.581920903954802,0.622858401495993
"221",15,15,75,0.2,10,1.5,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"222",15,15,75,0.2,10,2,0.63076251234146,0.6653091447612,0.587570621468927,0.627880759523862
"223",15,15,75,0.2,10,2.5,0.635850991114149,0.669937060348019,0.593220338983051,0.633002796815073
"224",15,15,75,0.2,10,3,0.64086352244247,0.674441564852524,0.598870056497175,0.638058381264056
"225",15,15,100,0.2,10,0,0.625825928457507,0.66092805133901,0.581920903954802,0.622891627917107
"226",15,15,100,0.2,10,0.5,0.620775423407002,0.656361841293348,0.576271186440678,0.617802817047009
"227",15,15,100,0.2,10,1,0.615724918356497,0.651795631247686,0.570621468926554,0.612714006176912
"228",15,15,100,0.2,10,1.5,0.640901496164654,0.674503270393681,0.598870056497175,0.63809160768517
"229",15,15,100,0.2,10,2,0.625749981013139,0.660804640256695,0.581920903954802,0.622825175074879
"230",15,15,100,0.2,10,2.5,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"231",15,15,100,0.2,10,3,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"232",15,15,120,0.2,10,0,0.625825928457507,0.66092805133901,0.581920903954802,0.622891627917107
"233",15,15,120,0.2,10,0.5,0.620775423407002,0.656361841293348,0.576271186440678,0.617802817047009
"234",15,15,120,0.2,10,1,0.615724918356497,0.651795631247686,0.570621468926554,0.612714006176912
"235",15,15,120,0.2,10,1.5,0.640901496164654,0.674503270393681,0.598870056497175,0.63809160768517
"236",15,15,120,0.2,10,2,0.625749981013139,0.660804640256695,0.581920903954802,0.622825175074879
"237",15,15,120,0.2,10,2.5,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"238",15,15,120,0.2,10,3,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"239",15,15,150,0.2,10,0,0.625825928457507,0.66092805133901,0.581920903954802,0.622891627917107
"240",15,15,150,0.2,10,0.5,0.620775423407002,0.656361841293348,0.576271186440678,0.617802817047009
"241",15,15,150,0.2,10,1,0.615724918356497,0.651795631247686,0.570621468926554,0.612714006176912
"242",15,15,150,0.2,10,1.5,0.640901496164654,0.674503270393681,0.598870056497175,0.63809160768517
"243",15,15,150,0.2,10,2,0.625749981013139,0.660804640256695,0.581920903954802,0.622825175074879
"244",15,15,150,0.2,10,2.5,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"245",15,15,150,0.2,10,3,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"246",15,20,20,0.2,10,0,0.660913647755753,0.692459582870542,0.621468926553672,0.658280719059989
"247",15,20,20,0.2,10,0.5,0.660951621477937,0.692521288411699,0.621468926553672,0.658313945481103
"248",15,20,20,0.2,10,1,0.665964152806258,0.697025792916204,0.627118644067797,0.663369529930086
"249",15,20,20,0.2,10,1.5,0.660951621477937,0.692521288411699,0.621468926553672,0.658313945481103
"250",15,20,20,0.2,10,2,0.665964152806258,0.697025792916204,0.627118644067797,0.663369529930086
"251",15,20,20,0.2,10,2.5,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"252",15,20,20,0.2,10,3,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"253",15,20,30,0.2,10,0,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"254",15,20,30,0.2,10,0.5,0.640749601275917,0.674256448229051,0.598870056497175,0.637958702000714
"255",15,20,30,0.2,10,1,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"256",15,20,30,0.2,10,1.5,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"257",15,20,30,0.2,10,2,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"258",15,20,30,0.2,10,2.5,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"259",15,20,30,0.2,10,3,0.645762132604238,0.678760952733555,0.604519774011299,0.643014286449698
"260",15,20,50,0.2,10,0,0.640901496164654,0.674503270393681,0.598870056497175,0.63809160768517
"261",15,20,50,0.2,10,0.5,0.625787954735323,0.660866345797853,0.581920903954802,0.622858401495993
"262",15,20,50,0.2,10,1,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"263",15,20,50,0.2,10,1.5,0.63076251234146,0.6653091447612,0.587570621468927,0.627880759523862
"264",15,20,50,0.2,10,2,0.635850991114149,0.669937060348019,0.593220338983051,0.633002796815073
"265",15,20,50,0.2,10,2.5,0.64086352244247,0.674441564852524,0.598870056497175,0.638058381264056
"266",15,20,50,0.2,10,3,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"267",15,20,75,0.2,10,0,0.620737449684818,0.656300135752191,0.576271186440678,0.617769590625896
"268",15,20,75,0.2,10,0.5,0.625712007290955,0.660742934715537,0.581920903954802,0.622791948653765
"269",15,20,75,0.2,10,1,0.625787954735323,0.660866345797853,0.581920903954802,0.622858401495993
"270",15,20,75,0.2,10,1.5,0.635850991114149,0.669937060348019,0.593220338983051,0.633002796815073
"271",15,20,75,0.2,10,2,0.625787954735323,0.660866345797853,0.581920903954802,0.622858401495993
"272",15,20,75,0.2,10,2.5,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"273",15,20,75,0.2,10,3,0.625787954735323,0.660866345797853,0.581920903954802,0.622858401495993
"274",15,20,100,0.2,10,0,0.63076251234146,0.6653091447612,0.587570621468926,0.627880759523862
"275",15,20,100,0.2,10,0.5,0.63577504366978,0.669813649265704,0.593220338983051,0.632936343972845
"276",15,20,100,0.2,10,1,0.615724918356497,0.651795631247686,0.570621468926554,0.612714006176912
"277",15,20,100,0.2,10,1.5,0.625787954735323,0.660866345797853,0.581920903954802,0.622858401495993
"278",15,20,100,0.2,10,2,0.63076251234146,0.6653091447612,0.587570621468927,0.627880759523862
