"","hojas","min_data","bines","lerners....l","profundidad....p","lambda....l2","exactitud","precision","precision_secundaria","promedio"
"26",15,5,20,0.01,6,2,0.650812637654743,0.683327162779218,0.610169491525424,0.648103097319795
"27",15,5,20,0.01,6,2.5,0.645800106326422,0.678822658274713,0.604519774011299,0.643047512870811
"28",15,5,20,0.01,6,3,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"29",15,5,20,0.01,7,0,0.675875294296347,0.70584968530174,0.638418079096045,0.673381019564711
"30",15,5,20,0.01,7,0.5,0.660837700311384,0.692336171788227,0.621468926553672,0.658214266217761
"31",15,5,20,0.01,7,1,0.650774663932559,0.68326545723806,0.610169491525424,0.648069870898681
"32",15,5,20,0.01,7,1.5,0.650774663932559,0.68326545723806,0.610169491525424,0.648069870898681
"33",15,5,20,0.01,7,2,0.645762132604238,0.678760952733556,0.604519774011299,0.643014286449698
"34",15,5,20,0.01,7,2.5,0.645724158882054,0.678699247192398,0.604519774011299,0.642981060028584
"35",15,5,20,0.01,7,3,0.645724158882054,0.678699247192398,0.604519774011299,0.642981060028584
"36",15,5,20,0.01,8,0,0.680925799346852,0.710415895347402,0.64406779661017,0.678469830434808
"37",15,5,20,0.01,8,0.5,0.665850231639705,0.696840676292731,0.627118644067797,0.663269850666744
"38",15,5,20,0.01,8,1,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"39",15,5,20,0.01,8,1.5,0.650812637654743,0.683327162779218,0.610169491525424,0.648103097319795
"40",15,5,20,0.01,8,2,0.650736690210374,0.683203751696902,0.610169491525424,0.648036644477567
"41",15,5,20,0.01,8,2.5,0.640673653831549,0.674133037146736,0.598870056497175,0.637892249158487
"42",15,5,20,0.01,8,3,0.645724158882054,0.678699247192398,0.604519774011299,0.642981060028584
"43",15,5,20,0.01,9,0,0.680849851902483,0.710292484265087,0.64406779661017,0.67840337759258
"44",15,5,20,0.01,9,0.5,0.675913268018531,0.705911390842898,0.638418079096045,0.673414245985825
"45",15,5,20,0.01,9,1,0.66588820536189,0.696902381833889,0.627118644067797,0.663303077087858
"46",15,5,20,0.01,9,1.5,0.640749601275917,0.674256448229051,0.598870056497175,0.637958702000714
"47",15,5,20,0.01,9,2,0.645724158882054,0.678699247192398,0.604519774011299,0.642981060028584
"48",15,5,20,0.01,9,2.5,0.640673653831549,0.674133037146736,0.598870056497175,0.637892249158487
"49",15,5,20,0.01,9,3,0.655787195260879,0.687769961742564,0.615819209039548,0.653125455347664
"50",15,5,20,0.01,10,0,0.690950862003494,0.719424904356411,0.655367231638418,0.688580999332774
"51",15,5,20,0.01,10,0.5,0.67090073669021,0.701406886338393,0.632768361581921,0.668358661536841
"52",15,5,20,0.01,10,1,0.67090073669021,0.701406886338393,0.632768361581921,0.668358661536841
"53",15,5,20,0.01,10,1.5,0.645762132604238,0.678760952733555,0.604519774011299,0.643014286449698
"54",15,5,20,0.01,10,2,0.640711627553733,0.674194742687893,0.598870056497175,0.6379254755796
"55",15,5,20,0.01,10,2.5,0.640673653831549,0.674133037146736,0.598870056497175,0.637892249158487
"56",15,5,20,0.01,10,3,0.650774663932559,0.68326545723806,0.610169491525424,0.648069870898681
"57",15,5,20,0.02,10,0,0.680963773069036,0.71047760088856,0.644067796610169,0.678503056855922
"58",15,5,20,0.02,10,0.5,0.691026809447862,0.719548315438726,0.655367231638418,0.688647452175002
"59",15,5,20,0.02,10,1,0.670976684134579,0.701530297420708,0.632768361581921,0.668425114379069
"60",15,5,20,0.02,10,1.5,0.6759892154629,0.706034801925213,0.638418079096045,0.673480698828053
"61",15,5,20,0.02,10,2,0.655863142705248,0.68789337282488,0.615819209039548,0.653191908189892
"62",15,5,20,0.02,10,2.5,0.650812637654743,0.683327162779218,0.610169491525424,0.648103097319795
"63",15,5,20,0.02,10,3,0.660837700311384,0.692336171788227,0.621468926553672,0.658214266217761
"64",15,5,20,0.03,10,0,0.686052251841725,0.715105516475379,0.649717514124294,0.683625094147133
"65",15,5,20,0.03,10,0.5,0.686014278119541,0.715043810934222,0.649717514124294,0.683591867726019
"66",15,5,20,0.03,10,1,0.681039720513405,0.710601011970875,0.644067796610169,0.67856950969815
"67",15,5,20,0.03,10,1.5,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"68",15,5,20,0.03,10,2,0.681039720513405,0.710601011970875,0.644067796610169,0.67856950969815
"69",15,5,20,0.03,10,2.5,0.6759892154629,0.706034801925213,0.638418079096045,0.673480698828053
"70",15,5,20,0.03,10,3,0.670976684134579,0.701530297420708,0.632768361581921,0.668425114379069
"71",15,5,20,0.05,10,0,0.68100174679122,0.710539306429717,0.644067796610169,0.678536283277036
"72",15,5,20,0.05,10,0.5,0.660951621477937,0.692521288411699,0.621468926553672,0.658313945481103
"73",15,5,20,0.05,10,1,0.681039720513405,0.710601011970875,0.644067796610169,0.67856950969815
"74",15,5,20,0.05,10,1.5,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"75",15,5,20,0.05,10,2,0.670938710412395,0.701468591879551,0.632768361581921,0.668391887957955
"76",15,5,20,0.05,10,2.5,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"77",15,5,20,0.05,10,3,0.6759892154629,0.706034801925213,0.638418079096045,0.673480698828053
"78",15,5,20,0.06,10,0,0.660989595200121,0.692582993952857,0.621468926553672,0.658347171902217
"79",15,5,20,0.06,10,0.5,0.655863142705248,0.68789337282488,0.615819209039548,0.653191908189892
"80",15,5,20,0.06,10,1,0.6759892154629,0.706034801925213,0.638418079096045,0.673480698828053
"81",15,5,20,0.06,10,1.5,0.670976684134579,0.701530297420708,0.632768361581921,0.668425114379069
"82",15,5,20,0.06,10,2,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"83",15,5,20,0.06,10,2.5,0.670976684134579,0.701530297420708,0.632768361581921,0.668425114379069
"84",15,5,20,0.06,10,3,0.675951241740715,0.705973096384055,0.638418079096045,0.673447472406938
"85",15,5,20,0.1,10,0,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"86",15,5,20,0.1,10,0.5,0.655939090149616,0.688016783907195,0.615819209039548,0.65325836103212
"87",15,5,20,0.1,10,1,0.67090073669021,0.701406886338393,0.632768361581921,0.668358661536841
"88",15,5,20,0.1,10,1.5,0.660913647755753,0.692459582870542,0.621468926553672,0.658280719059989
"89",15,5,20,0.1,10,2,0.6759892154629,0.706034801925213,0.638418079096045,0.673480698828053
"90",15,5,20,0.1,10,2.5,0.655863142705248,0.68789337282488,0.615819209039548,0.653191908189892
"91",15,5,20,0.1,10,3,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"92",15,5,20,0.15,10,0,0.670976684134579,0.701530297420708,0.632768361581921,0.668425114379069
"93",15,5,20,0.15,10,0.5,0.660875674033569,0.692397877329384,0.621468926553672,0.658247492638875
"94",15,5,20,0.15,10,1,0.6759892154629,0.706034801925213,0.638418079096045,0.673480698828053
"95",15,5,20,0.15,10,1.5,0.655863142705248,0.68789337282488,0.615819209039548,0.653191908189892
"96",15,5,20,0.15,10,2,0.681039720513405,0.710601011970875,0.64406779661017,0.67856950969815
"97",15,5,20,0.15,10,2.5,0.655863142705248,0.68789337282488,0.615819209039548,0.653191908189892
"98",15,5,20,0.15,10,3,0.660875674033569,0.692397877329384,0.621468926553672,0.658247492638875
"99",15,5,20,0.2,10,0,0.681039720513405,0.710601011970875,0.644067796610169,0.67856950969815
"100",15,5,20,0.2,10,0.5,0.655939090149616,0.688016783907195,0.615819209039548,0.65325836103212
"101",15,5,20,0.2,10,1,0.655863142705248,0.68789337282488,0.615819209039548,0.653191908189892
"102",15,5,20,0.2,10,1.5,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"103",15,5,20,0.2,10,2,0.650812637654743,0.683327162779218,0.610169491525424,0.648103097319795
"104",15,5,20,0.2,10,2.5,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"105",15,5,20,0.2,10,3,0.675951241740715,0.705973096384055,0.638418079096045,0.673447472406938
"106",15,5,30,0.2,10,0,0.660951621477937,0.692521288411699,0.621468926553672,0.658313945481103
"107",15,5,30,0.2,10,0.5,0.640787574998101,0.674318153770209,0.598870056497175,0.637991928421828
"108",15,5,30,0.2,10,1,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"109",15,5,30,0.2,10,1.5,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"110",15,5,30,0.2,10,2,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"111",15,5,30,0.2,10,2.5,0.660913647755753,0.692459582870542,0.621468926553672,0.658280719059989
"112",15,5,30,0.2,10,3,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"113",15,5,50,0.2,10,0,0.645914027492975,0.679007774898186,0.604519774011299,0.643147192134153
"114",15,5,50,0.2,10,0.5,0.655825168983064,0.687831667283722,0.615819209039548,0.653158681768778
"115",15,5,50,0.2,10,1,0.63577504366978,0.669813649265704,0.593220338983051,0.632936343972845
"116",15,5,50,0.2,10,1.5,0.630800486063644,0.665370850302357,0.587570621468927,0.627913985944976
"117",15,5,50,0.2,10,2,0.630838459785828,0.665432555843515,0.587570621468927,0.62794721236609
"118",15,5,50,0.2,10,2.5,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"119",15,5,50,0.2,10,3,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"120",15,5,75,0.2,10,0,0.63577504366978,0.669813649265704,0.593220338983051,0.632936343972845
"121",15,5,75,0.2,10,0.5,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"122",15,5,75,0.2,10,1,0.640749601275917,0.674256448229051,0.598870056497175,0.637958702000714
"123",15,5,75,0.2,10,1.5,0.640749601275917,0.674256448229051,0.598870056497175,0.637958702000714
"124",15,5,75,0.2,10,2,0.625712007290955,0.660742934715537,0.581920903954802,0.622791948653765
"125",15,5,75,0.2,10,2.5,0.635850991114149,0.669937060348019,0.593220338983051,0.633002796815073
"126",15,5,75,0.2,10,3,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"127",15,5,100,0.2,10,0,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"128",15,5,100,0.2,10,0.5,0.63076251234146,0.6653091447612,0.587570621468927,0.627880759523862
"129",15,5,100,0.2,10,1,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"130",15,5,100,0.2,10,1.5,0.63577504366978,0.669813649265704,0.593220338983051,0.632936343972845
"131",15,5,100,0.2,10,2,0.610712387028176,0.647291126743182,0.564971751412429,0.607658421727929
"132",15,5,100,0.2,10,2.5,0.630724538619275,0.665247439220042,0.587570621468927,0.627847533102748
"133",15,5,100,0.2,10,3,0.63076251234146,0.6653091447612,0.587570621468927,0.627880759523862
"134",15,5,120,0.2,10,0,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"135",15,5,120,0.2,10,0.5,0.63076251234146,0.6653091447612,0.587570621468927,0.627880759523862
"136",15,5,120,0.2,10,1,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"137",15,5,120,0.2,10,1.5,0.63577504366978,0.669813649265704,0.593220338983051,0.632936343972845
"138",15,5,120,0.2,10,2,0.610712387028176,0.647291126743182,0.564971751412429,0.607658421727929
"139",15,5,120,0.2,10,2.5,0.630724538619275,0.665247439220042,0.587570621468927,0.627847533102748
"140",15,5,120,0.2,10,3,0.63076251234146,0.6653091447612,0.587570621468927,0.627880759523862
"141",15,5,150,0.2,10,0,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"142",15,5,150,0.2,10,0.5,0.63076251234146,0.6653091447612,0.587570621468927,0.627880759523862
"143",15,5,150,0.2,10,1,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"144",15,5,150,0.2,10,1.5,0.63577504366978,0.669813649265704,0.593220338983051,0.632936343972845
"145",15,5,150,0.2,10,2,0.610712387028176,0.647291126743182,0.564971751412429,0.607658421727929
"146",15,5,150,0.2,10,2.5,0.630724538619275,0.665247439220042,0.587570621468927,0.627847533102748
"147",15,5,150,0.2,10,3,0.63076251234146,0.6653091447612,0.587570621468927,0.627880759523862
"148",15,10,20,0.2,10,0,0.686052251841725,0.715105516475379,0.649717514124294,0.683625094147133
"149",15,10,20,0.2,10,0.5,0.6759892154629,0.706034801925213,0.638418079096045,0.673480698828053
"150",15,10,20,0.2,10,1,0.640787574998101,0.674318153770209,0.598870056497175,0.637991928421828
"151",15,10,20,0.2,10,1.5,0.681039720513405,0.710601011970875,0.644067796610169,0.67856950969815
"152",15,10,20,0.2,10,2,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"153",15,10,20,0.2,10,2.5,0.676065162907268,0.706158213007528,0.638418079096045,0.673547151670281
"154",15,10,20,0.2,10,3,0.686052251841725,0.715105516475379,0.649717514124294,0.683625094147133
"155",15,10,30,0.2,10,0,0.691064783170046,0.719610020979884,0.655367231638418,0.688680678596116
"156",15,10,30,0.2,10,0.5,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"157",15,10,30,0.2,10,1,0.6759892154629,0.706034801925213,0.638418079096045,0.673480698828053
"158",15,10,30,0.2,10,1.5,0.665964152806258,0.697025792916204,0.627118644067797,0.663369529930086
"159",15,10,30,0.2,10,2,0.660913647755753,0.692459582870542,0.621468926553672,0.658280719059989
"160",15,10,30,0.2,10,2.5,0.670976684134579,0.701530297420708,0.632768361581921,0.668425114379069
"161",15,10,30,0.2,10,3,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"162",15,10,50,0.2,10,0,0.660989595200121,0.692582993952857,0.621468926553672,0.658347171902217
"163",15,10,50,0.2,10,0.5,0.635850991114149,0.669937060348019,0.593220338983051,0.633002796815073
"164",15,10,50,0.2,10,1,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"165",15,10,50,0.2,10,1.5,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"166",15,10,50,0.2,10,2,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"167",15,10,50,0.2,10,2.5,0.661027568922306,0.692644699494015,0.621468926553672,0.658380398323331
"168",15,10,50,0.2,10,3,0.640901496164654,0.674503270393681,0.598870056497175,0.63809160768517
"169",15,10,75,0.2,10,0,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"170",15,10,75,0.2,10,0.5,0.65096453254348,0.683573984943848,0.610169491525424,0.648236003004251
"171",15,10,75,0.2,10,1,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"172",15,10,75,0.2,10,1.5,0.635850991114149,0.669937060348019,0.593220338983051,0.633002796815073
"173",15,10,75,0.2,10,2,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"174",15,10,75,0.2,10,2.5,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"175",15,10,75,0.2,10,3,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"176",15,10,100,0.2,10,0,0.655939090149616,0.688016783907195,0.615819209039548,0.65325836103212
"177",15,10,100,0.2,10,0.5,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"178",15,10,100,0.2,10,1,0.660913647755753,0.692459582870542,0.621468926553672,0.658280719059989
"179",15,10,100,0.2,10,1.5,0.640749601275917,0.674256448229051,0.598870056497175,0.637958702000714
"180",15,10,100,0.2,10,2,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"181",15,10,100,0.2,10,2.5,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"182",15,10,100,0.2,10,3,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"183",15,10,120,0.2,10,0,0.655939090149616,0.688016783907195,0.615819209039548,0.65325836103212
"184",15,10,120,0.2,10,0.5,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"185",15,10,120,0.2,10,1,0.660913647755753,0.692459582870542,0.621468926553672,0.658280719059989
"186",15,10,120,0.2,10,1.5,0.640749601275917,0.674256448229051,0.598870056497175,0.637958702000714
"187",15,10,120,0.2,10,2,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"188",15,10,120,0.2,10,2.5,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"189",15,10,120,0.2,10,3,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"190",15,10,150,0.2,10,0,0.655939090149616,0.688016783907195,0.615819209039548,0.65325836103212
"191",15,10,150,0.2,10,0.5,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"192",15,10,150,0.2,10,1,0.660913647755753,0.692459582870542,0.621468926553672,0.658280719059989
"193",15,10,150,0.2,10,1.5,0.640749601275917,0.674256448229051,0.598870056497175,0.637958702000714
"194",15,10,150,0.2,10,2,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"195",15,10,150,0.2,10,2.5,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"196",15,10,150,0.2,10,3,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"197",15,15,20,0.2,10,0,0.680925799346852,0.710415895347402,0.644067796610169,0.678469830434808
"198",15,15,20,0.2,10,0.5,0.680963773069036,0.71047760088856,0.644067796610169,0.678503056855922
"199",15,15,20,0.2,10,1,0.685976304397357,0.714982105393064,0.649717514124294,0.683558641304905
"200",15,15,20,0.2,10,1.5,0.68100174679122,0.710539306429717,0.64406779661017,0.678536283277036
"201",15,15,20,0.2,10,2,0.6759892154629,0.706034801925213,0.638418079096045,0.673480698828053
"202",15,15,20,0.2,10,2.5,0.670938710412395,0.701468591879551,0.632768361581921,0.668391887957955
"203",15,15,20,0.2,10,3,0.660837700311384,0.692336171788227,0.621468926553672,0.658214266217761
"204",15,15,30,0.2,10,0,0.6759892154629,0.706034801925213,0.638418079096045,0.673480698828053
"205",15,15,30,0.2,10,0.5,0.691064783170046,0.719610020979884,0.655367231638418,0.688680678596116
"206",15,15,30,0.2,10,1,0.675951241740715,0.705973096384055,0.638418079096045,0.673447472406938
"207",15,15,30,0.2,10,1.5,0.655863142705248,0.68789337282488,0.615819209039548,0.653191908189892
"208",15,15,30,0.2,10,2,0.675951241740715,0.705973096384055,0.638418079096045,0.673447472406938
"209",15,15,30,0.2,10,2.5,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"210",15,15,30,0.2,10,3,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"211",15,15,50,0.2,10,0,0.650926558821296,0.68351227940269,0.610169491525424,0.648202776583137
"212",15,15,50,0.2,10,0.5,0.665964152806258,0.697025792916204,0.627118644067797,0.663369529930086
"213",15,15,50,0.2,10,1,0.676027189185084,0.70609650746637,0.638418079096045,0.673513925249167
"214",15,15,50,0.2,10,1.5,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"215",15,15,50,0.2,10,2,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"216",15,15,50,0.2,10,2.5,0.645800106326422,0.678822658274713,0.604519774011299,0.643047512870811
"217",15,15,50,0.2,10,3,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"218",15,15,75,0.2,10,0,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"219",15,15,75,0.2,10,0.5,0.655863142705248,0.68789337282488,0.615819209039548,0.653191908189892
"220",15,15,75,0.2,10,1,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"221",15,15,75,0.2,10,1.5,0.645914027492975,0.679007774898186,0.604519774011299,0.643147192134153
"222",15,15,75,0.2,10,2,0.640787574998101,0.674318153770209,0.598870056497175,0.637991928421828
"223",15,15,75,0.2,10,2.5,0.660913647755753,0.692459582870542,0.621468926553672,0.658280719059989
"224",15,15,75,0.2,10,3,0.625712007290955,0.660742934715537,0.581920903954802,0.622791948653765
"225",15,15,100,0.2,10,0,0.675951241740715,0.705973096384055,0.638418079096045,0.673447472406938
"226",15,15,100,0.2,10,0.5,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"227",15,15,100,0.2,10,1,0.660951621477937,0.692521288411699,0.621468926553672,0.658313945481103
"228",15,15,100,0.2,10,1.5,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"229",15,15,100,0.2,10,2,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"230",15,15,100,0.2,10,2.5,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"231",15,15,100,0.2,10,3,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"232",15,15,120,0.2,10,0,0.675951241740715,0.705973096384055,0.638418079096045,0.673447472406938
"233",15,15,120,0.2,10,0.5,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"234",15,15,120,0.2,10,1,0.660951621477937,0.692521288411699,0.621468926553672,0.658313945481103
"235",15,15,120,0.2,10,1.5,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"236",15,15,120,0.2,10,2,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"237",15,15,120,0.2,10,2.5,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"238",15,15,120,0.2,10,3,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"239",15,15,150,0.2,10,0,0.675951241740715,0.705973096384055,0.638418079096045,0.673447472406938
"240",15,15,150,0.2,10,0.5,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"241",15,15,150,0.2,10,1,0.660951621477937,0.692521288411699,0.621468926553672,0.658313945481103
"242",15,15,150,0.2,10,1.5,0.635813017391965,0.669875354806862,0.593220338983051,0.632969570393959
"243",15,15,150,0.2,10,2,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"244",15,15,150,0.2,10,2.5,0.640825548720286,0.674379859311366,0.598870056497175,0.638025154842942
"245",15,15,150,0.2,10,3,0.655901116427432,0.687955078366037,0.615819209039548,0.653225134611006
"246",15,20,20,0.2,10,0,0.675913268018531,0.705911390842898,0.638418079096045,0.673414245985825
"247",15,20,20,0.2,10,0.5,0.670938710412395,0.701468591879551,0.632768361581921,0.668391887957955
"248",15,20,20,0.2,10,1,0.67090073669021,0.701406886338393,0.632768361581921,0.668358661536841
"249",15,20,20,0.2,10,1.5,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"250",15,20,20,0.2,10,2,0.675951241740715,0.705973096384055,0.638418079096045,0.673447472406938
"251",15,20,20,0.2,10,2.5,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"252",15,20,20,0.2,10,3,0.691026809447862,0.719548315438726,0.655367231638418,0.688647452175002
"253",15,20,30,0.2,10,0,0.670938710412395,0.701468591879551,0.632768361581921,0.668391887957955
"254",15,20,30,0.2,10,0.5,0.660913647755753,0.692459582870542,0.621468926553672,0.658280719059989
"255",15,20,30,0.2,10,1,0.670938710412395,0.701468591879551,0.632768361581921,0.668391887957955
"256",15,20,30,0.2,10,1.5,0.665964152806258,0.697025792916204,0.627118644067797,0.663369529930086
"257",15,20,30,0.2,10,2,0.66588820536189,0.696902381833889,0.627118644067797,0.663303077087858
"258",15,20,30,0.2,10,2.5,0.640787574998101,0.674318153770209,0.598870056497175,0.637991928421828
"259",15,20,30,0.2,10,3,0.67090073669021,0.701406886338393,0.632768361581921,0.668358661536841
"260",15,20,50,0.2,10,0,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"261",15,20,50,0.2,10,0.5,0.650888585099111,0.683450573861533,0.610169491525424,0.648169550162023
"262",15,20,50,0.2,10,1,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"263",15,20,50,0.2,10,1.5,0.640787574998101,0.674318153770209,0.598870056497175,0.637991928421828
"264",15,20,50,0.2,10,2,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"265",15,20,50,0.2,10,2.5,0.645838080048606,0.678884363815871,0.604519774011299,0.643080739291925
"266",15,20,50,0.2,10,3,0.660913647755753,0.692459582870542,0.621468926553672,0.658280719059989
"267",15,20,75,0.2,10,0,0.645876053770791,0.678946069357028,0.604519774011299,0.643113965713039
"268",15,20,75,0.2,10,0.5,0.660875674033569,0.692397877329384,0.621468926553672,0.658247492638875
"269",15,20,75,0.2,10,1,0.650850611376927,0.683388868320375,0.610169491525424,0.648136323740909
"270",15,20,75,0.2,10,1.5,0.655939090149616,0.688016783907195,0.615819209039548,0.65325836103212
"271",15,20,75,0.2,10,2,0.660875674033569,0.692397877329384,0.621468926553672,0.658247492638875
"272",15,20,75,0.2,10,2.5,0.66588820536189,0.696902381833889,0.627118644067797,0.663303077087858
"273",15,20,75,0.2,10,3,0.650812637654743,0.683327162779218,0.610169491525424,0.648103097319795
"274",15,20,100,0.2,10,0,0.665926179084074,0.696964087375046,0.627118644067797,0.663336303508972
"275",15,20,100,0.2,10,0.5,0.660951621477937,0.692521288411699,0.621468926553672,0.658313945481103
"276",15,20,100,0.2,10,1,0.660951621477937,0.692521288411699,0.621468926553672,0.658313945481103
"277",15,20,100,0.2,10,1.5,0.660875674033569,0.692397877329384,0.621468926553672,0.658247492638875
"278",15,20,100,0.2,10,2,0.64086352244247,0.674441564852524,0.598870056497175,0.638058381264056
