"auc","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth"
0.720047143631789,0.0431684362873202,0.483651116755791,15,30,6
0.716628915987594,0.129308911613422,0.562306895432994,20,38,5
0.730318981925876,0.0847393172334414,0.884218266573735,31,25,4
0.668076906448148,0.182898044771864,0.697426939255092,33,65,7
0.696709691240651,0.135677822636557,0.601346066344995,24,42,9
0.730775126206195,0.0623774626099039,0.705919674180914,22,53,3
0.727846444436439,0.0924770233216695,0.992655198306311,17,47,7
0.707348475901854,0.035008083891822,0.770676273542922,43,62,6
0.728411323499185,0.113579244552879,0.921986388226505,38,33,9
0.722787165806884,0.0691040001446381,0.457907467952464,27,34,4
0.72202010326599,0.144395479638013,0.824165209287312,34,45,5
0.695234118951224,0.180035290040658,0.633981261188164,28,11,9
0.712577929350967,0.0112255311430199,0.867861017361283,49,21,7
0.660487839713001,0.117475686450722,0.411433585172053,36,70,6
0.688550878338015,0.0568793930035317,0.665092706864234,8,58,8
0.720260437029218,0.103810435538064,0.96277484565042,12,14,8
0.719003992107028,0.190654822055134,0.819728409007657,47,52,10
0.743815452419445,0.157370465387474,0.524883910524659,44,16,3
0.733607566845948,0.022948022865341,0.509669611384161,41,22,10
0.711755471679609,0.170800040790462,0.739589946719352,11,59,3
0.717702787375705,0.0113385262991889,0.563382555347332,49,16,3
0.750537356239336,0.163059600488359,0.497231290586342,8,10,3
0.770343508333824,0.19997901463031,0.400770032680104,16,10,3
0.754703913150637,0.199555184830813,0.400031722536708,32,10,3
0.741699486366415,0.199839637383865,0.992384323624377,17,10,3
0.718543140223361,0.199999346019191,0.400083857069691,16,18,3
0.722082325769114,0.199564312814296,0.400205828825018,18,10,4
0.757686838882539,0.198077035570066,0.449106387016474,19,11,3
0.730874546920038,0.134348791131823,0.40027661057552,24,14,3
0.724835100784187,0.0638766994415387,0.874030458591133,43,47,6
0.732140841184959,0.145012099726112,0.762983513032226,50,21,3
0.741696617233905,0.147989060335584,0.71861500121852,50,17,4
0.761509458082113,0.145084529617017,0.429530666214143,50,10,3
0.731692181996693,0.129523578220182,0.712249029828804,16,10,4
0.735415782315985,0.180792279856565,0.75827095674794,50,10,3
0.750194430470279,0.11001035007023,0.400513393704263,43,10,3
0.729554425003886,0.0859745308394823,0.472526148201991,15,18,3
0.726800809210693,0.0795467203250161,0.599420293852735,33,16,4
0.723633635286622,0.167598856088179,0.962278157000942,46,58,6
0.745182676653861,0.175075688155241,0.400633664817665,50,12,3
0.738118604671267,0.132605809214879,0.401860527512086,50,10,4
0.743644530006749,0.124819712546403,0.663414508769057,50,13,3
0.733975298349041,0.129795711077639,0.536057183325468,50,20,5
0.7485278286503,0.0542459001128463,0.955881754793325,44,29,10
0.713435816143524,0.101882566845913,0.469457936351234,10,54,8
0.756569236404688,0.101558200648274,0.994223874339643,35,26,10
0.719634551847084,0.109190696444014,0.701795516810725,50,27,10
0.747309312426296,0.0468397869239766,0.999445947420321,28,25,10
0.740540832557793,0.098333443782922,0.999528847213378,23,29,10
0.698072819911095,0.0349934878619481,0.542858191873925,14,53,5
0.725150161441385,0.0810710888102828,0.999741666373771,42,22,10
0.724565144215112,0.0613483991640352,0.999909816141387,35,27,9
0.699347413264619,0.010021659888474,0.92049363126325,36,27,10
0.749794664662934,0.0876509428788269,0.893982849086502,10,25,10
0.724272646153428,0.163554524878894,0.515427907554815,36,11,3
0.735405083153722,0.0673301955854357,0.602488210633863,22,42,6
0.703846004983357,0.116319250115983,0.59074985314589,40,33,7
0.699678107779503,0.104956062264752,0.525660979868518,22,38,6
0.733214551274345,0.119410682935624,0.544582022611843,40,40,10
0.712736508562603,0.153383900628318,0.844233606515545,30,57,8
0.736007404951371,0.115901558397387,0.733363987900317,18,23,3
0.731237474939345,0.148135333386131,0.774958947222773,23,20,4
0.75043443779287,0.0687621722805873,0.639034929485805,47,34,4
0.759136994479863,0.113428994349185,0.860071386690391,17,23,10
0.74548544806112,0.199041509349432,0.744777186970832,27,12,3
0.755515002669607,0.142623746821231,0.918859155553393,25,32,8
0.722917249645778,0.112359039086875,0.987574512859842,23,25,10
0.725286519230957,0.0934977918425645,0.519070252962178,21,31,4
0.70734585502037,0.110062845714008,0.982118641430512,14,54,8
0.712855376387978,0.0799249911459698,0.483422662236681,13,61,4
0.69276367165729,0.0893937048962922,0.934780313709239,9,65,4
0.672402991261949,0.182011696559994,0.699347740123561,27,64,5
0.751843176121607,0.0899848979522317,0.998628224128037,44,28,10
0.713182049754501,0.0512376539004757,0.519309852874605,15,31,8
