"","gota","lr","epocas","exactitud","precision","precision_secundaria","promedio"
"1",0.2,0.01,10,0.724871531346351,0.782417133520075,0.566943521594684,0.69141072882037
"2",0.2,0.01,20,0.717677286742035,0.858393990294886,0.514869011552873,0.696980096196598
"3",0.2,0.01,30,0.729736211031175,0.824175518160481,0.537208822923109,0.697040184038255
"4",0.2,0.01,40,0.674563206577595,0.788243257315422,0.461275546159267,0.641360670017428
"5",0.2,0.01,50,0.712983898595409,0.785235190185685,0.50453216374269,0.667583750841262
"6",0.2,0.01,60,0.708170606372045,0.784320761014686,0.506736309745886,0.666409225710872
"7",0.2,0.01,70,0.708119218910586,0.795174523710193,0.507207207207207,0.670166983275995
"8",0.2,0.01,80,0.710568687906817,0.793012505571665,0.49498609281218,0.666189095430221
"9",0.2,0.01,90,0.681740322028092,0.782467982000692,0.483227401129944,0.649145235052909
"10",0.2,0.01,100,0.696128811236725,0.776828864614366,0.48989898989899,0.654285555250027
"11",0.2,0.02,10,0.49739636861939,NA,0.430525579536371,NA
"12",0.2,0.02,20,0.71291538198013,0.828605200945627,0.521416371041913,0.687645651322557
"13",0.2,0.02,30,0.715313463514902,0.817889441600782,0.525500910746812,0.686234605287499
"14",0.2,0.02,40,0.708153477218225,0.797445360398827,0.504658385093168,0.670085740903407
"15",0.2,0.02,50,0.722473449811579,0.818151417870519,0.524259259259259,0.688294708980453
"16",0.2,0.02,60,0.729770469338815,0.808894785984569,0.535519285519286,0.691394846947556
"17",0.2,0.02,70,0.710551558752998,0.800693912303108,0.510950854700855,0.674065441918987
"18",0.2,0.02,80,0.684343953408702,0.781806433880167,0.458540372670807,0.641563586653225
"19",0.2,0.02,90,0.698681055155875,0.78509668822117,0.491358379656252,0.658378707677766
"20",0.2,0.02,100,0.684326824254882,0.80336972203054,0.473768749845553,0.653821765376992
"21",0.2,0.03,10,0.538198013018157,0.73276611563806,0.282240982812878,0.517735037156365
"22",0.2,0.03,20,0.720109626584447,0.812797619047619,0.522609819121447,0.685172354917838
"23",0.2,0.03,30,0.724871531346352,0.830680712001112,0.534521714164451,0.696691319170638
"24",0.2,0.03,40,0.7034600890716,0.80124417398306,0.510554260554261,0.671752841202974
"25",0.2,0.03,50,0.68189448441247,0.827859879584018,0.462358818622351,0.657371060872946
"26",0.2,0.03,60,0.68192874272011,0.835130373502467,0.466102540934648,0.661053885719075
"27",0.2,0.03,70,0.71296676944159,0.832566630156992,0.508146591970121,0.684559997189568
"28",0.2,0.03,80,0.689071599862967,0.815528223494577,0.469756631118403,0.658118818158649
"29",0.2,0.03,90,0.677132579650565,0.79077349665585,0.449930713025951,0.639278929777455
"30",0.2,0.03,100,0.691521068859198,0.815245148110317,0.477124183006536,0.661296799992017
"31",0.2,0.05,10,0.698578280232956,0.748409722266435,0.478123841305154,0.641703947934848
"32",0.2,0.05,20,0.720212401507366,0.81606752354175,0.525871824652312,0.687383916567143
"33",0.2,0.05,30,0.696214457005824,0.847773623228546,0.487996967654987,0.677328349296452
"34",0.2,0.05,40,0.700976361767729,0.875564519868317,0.489585808188802,0.688708896608282
"35",0.2,0.05,50,0.686622130866735,0.842813561940068,0.475284720089564,0.668240137632122
"36",0.2,0.05,60,0.710500171291538,0.857741302298264,0.502012471655329,0.690084648415044
"37",0.2,0.05,70,0.69141829393628,0.810691908342284,0.486993401007456,0.663034534428673
"38",0.2,0.05,80,0.688951695786228,0.82612624090885,0.48496300115791,0.666680312617662
"39",0.2,0.05,90,0.712881123672491,0.838216277737815,0.503088023088023,0.684728474832776
"40",0.2,0.05,100,0.674546077423775,0.82195303623875,0.464943253467844,0.65381412237679
"41",0.2,0.06,10,0.708119218910586,0.708119218910586,NA,NA
"42",0.2,0.06,20,0.705738266529633,0.707434052757794,NA,NA
"43",0.2,0.06,30,0.705738266529633,0.707434052757794,NA,NA
"44",0.2,0.06,40,0.708119218910586,0.708119218910586,NA,NA
"45",0.2,0.06,50,0.708119218910586,0.708119218910586,NA,NA
"46",0.2,0.06,60,0.708119218910586,0.708119218910586,NA,NA
"47",0.2,0.06,70,0.708119218910586,0.708119218910586,NA,NA
"48",0.2,0.06,80,0.708119218910586,0.708119218910586,NA,NA
"49",0.2,0.06,90,0.708119218910586,0.708119218910586,NA,NA
"50",0.2,0.06,100,0.708119218910586,0.708119218910586,NA,NA
"51",0.2,0.1,10,0.698526892771497,0.706032338796357,NA,NA
"52",0.2,0.1,20,0.643371017471737,0.723773362262571,NA,NA
"53",0.2,0.1,30,0.708119218910586,0.708119218910586,NA,NA
"54",0.2,0.1,40,0.708119218910586,0.708119218910586,NA,NA
"55",0.2,0.1,50,0.708119218910586,0.708119218910586,NA,NA
"56",0.2,0.1,60,0.708119218910586,0.708119218910586,NA,NA
"57",0.2,0.1,70,0.708119218910586,0.708119218910586,NA,NA
"58",0.2,0.1,80,0.708119218910586,0.708119218910586,NA,NA
"59",0.2,0.1,90,0.708119218910586,0.708119218910586,NA,NA
"60",0.2,0.1,100,0.708119218910586,0.708119218910586,NA,NA
