"","hojas","min_data","bines","lerners....l","profundidad....p","lambda....l2","exactitud","precision","precision_secundaria","promedio"
"55",15,5,20,0.01,10,2.5,0.719424460431655,0.797250859106529,0.53968253968254,0.685452619740241
"56",15,5,20,0.01,10,3,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"57",15,5,20,0.02,10,0,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"58",15,5,20,0.02,10,0.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"59",15,5,20,0.02,10,1,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"60",15,5,20,0.02,10,1.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"61",15,5,20,0.02,10,2,0.743405275779377,0.814432989690722,0.579365079365079,0.712401114945059
"62",15,5,20,0.02,10,2.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"63",15,5,20,0.02,10,3,0.762589928057554,0.828178694158076,0.611111111111111,0.733959911108914
"64",15,5,20,0.03,10,0,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"65",15,5,20,0.03,10,0.5,0.75779376498801,0.824742268041237,0.603174603174603,0.72857021206795
"66",15,5,20,0.03,10,1,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"67",15,5,20,0.03,10,1.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"68",15,5,20,0.03,10,2,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"69",15,5,20,0.03,10,2.5,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"70",15,5,20,0.03,10,3,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"71",15,5,20,0.05,10,0,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"72",15,5,20,0.05,10,0.5,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"73",15,5,20,0.05,10,1,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"74",15,5,20,0.05,10,1.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"75",15,5,20,0.05,10,2,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"76",15,5,20,0.05,10,2.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"77",15,5,20,0.05,10,3,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"78",15,5,20,0.06,10,0,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"79",15,5,20,0.06,10,0.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"80",15,5,20,0.06,10,1,0.743405275779377,0.814432989690722,0.579365079365079,0.712401114945059
"81",15,5,20,0.06,10,1.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"82",15,5,20,0.06,10,2,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"83",15,5,20,0.06,10,2.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"84",15,5,20,0.06,10,3,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"85",15,5,20,0.1,10,0,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"86",15,5,20,0.1,10,0.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"87",15,5,20,0.1,10,1,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"88",15,5,20,0.1,10,1.5,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"89",15,5,20,0.1,10,2,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"90",15,5,20,0.1,10,2.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"91",15,5,20,0.1,10,3,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"92",15,5,20,0.15,10,0,0.709832134292566,0.790378006872852,0.523809523809524,0.674673221658314
"93",15,5,20,0.15,10,0.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"94",15,5,20,0.15,10,1,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"95",15,5,20,0.15,10,1.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"96",15,5,20,0.15,10,2,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"97",15,5,20,0.15,10,2.5,0.71462829736211,0.793814432989691,0.531746031746032,0.680062920699278
"98",15,5,20,0.15,10,3,0.719424460431655,0.797250859106529,0.53968253968254,0.685452619740241
"99",15,5,20,0.2,10,0,0.71462829736211,0.793814432989691,0.531746031746032,0.680062920699278
"100",15,5,20,0.2,10,0.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"101",15,5,20,0.2,10,1,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"102",15,5,20,0.2,10,1.5,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"103",15,5,20,0.2,10,2,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"104",15,5,20,0.2,10,2.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"105",15,5,20,0.2,10,3,0.743405275779377,0.814432989690722,0.579365079365079,0.712401114945059
"106",15,5,30,0.2,10,0,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"107",15,5,30,0.2,10,0.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"108",15,5,30,0.2,10,1,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"109",15,5,30,0.2,10,1.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"110",15,5,30,0.2,10,2,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"111",15,5,30,0.2,10,2.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"112",15,5,30,0.2,10,3,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"113",15,5,50,0.2,10,0,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"114",15,5,50,0.2,10,0.5,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"115",15,5,50,0.2,10,1,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"116",15,5,50,0.2,10,1.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"117",15,5,50,0.2,10,2,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"118",15,5,50,0.2,10,2.5,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"119",15,5,50,0.2,10,3,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"120",15,5,75,0.2,10,0,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"121",15,5,75,0.2,10,0.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"122",15,5,75,0.2,10,1,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"123",15,5,75,0.2,10,1.5,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"124",15,5,75,0.2,10,2,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"125",15,5,75,0.2,10,2.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"126",15,5,75,0.2,10,3,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"127",15,5,100,0.2,10,0,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"128",15,5,100,0.2,10,0.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"129",15,5,100,0.2,10,1,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"130",15,5,100,0.2,10,1.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"131",15,5,100,0.2,10,2,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"132",15,5,100,0.2,10,2.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"133",15,5,100,0.2,10,3,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"134",15,5,120,0.2,10,0,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"135",15,5,120,0.2,10,0.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"136",15,5,120,0.2,10,1,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"137",15,5,120,0.2,10,1.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"138",15,5,120,0.2,10,2,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"139",15,5,120,0.2,10,2.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"140",15,5,120,0.2,10,3,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"141",15,5,150,0.2,10,0,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"142",15,5,150,0.2,10,0.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"143",15,5,150,0.2,10,1,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"144",15,5,150,0.2,10,1.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"145",15,5,150,0.2,10,2,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"146",15,5,150,0.2,10,2.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"147",15,5,150,0.2,10,3,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"148",15,10,20,0.2,10,0,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"149",15,10,20,0.2,10,0.5,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"150",15,10,20,0.2,10,1,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"151",15,10,20,0.2,10,1.5,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"152",15,10,20,0.2,10,2,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"153",15,10,20,0.2,10,2.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"154",15,10,20,0.2,10,3,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"155",15,10,30,0.2,10,0,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"156",15,10,30,0.2,10,0.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"157",15,10,30,0.2,10,1,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"158",15,10,30,0.2,10,1.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"159",15,10,30,0.2,10,2,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"160",15,10,30,0.2,10,2.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"161",15,10,30,0.2,10,3,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"162",15,10,50,0.2,10,0,0.738609112709832,0.810996563573883,0.571428571428572,0.707011415904096
"163",15,10,50,0.2,10,0.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"164",15,10,50,0.2,10,1,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"165",15,10,50,0.2,10,1.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"166",15,10,50,0.2,10,2,0.75779376498801,0.824742268041237,0.603174603174603,0.72857021206795
"167",15,10,50,0.2,10,2.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"168",15,10,50,0.2,10,3,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"169",15,10,75,0.2,10,0,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"170",15,10,75,0.2,10,0.5,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"171",15,10,75,0.2,10,1,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"172",15,10,75,0.2,10,1.5,0.75779376498801,0.824742268041237,0.603174603174603,0.72857021206795
"173",15,10,75,0.2,10,2,0.75779376498801,0.824742268041237,0.603174603174603,0.72857021206795
"174",15,10,75,0.2,10,2.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"175",15,10,75,0.2,10,3,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"176",15,10,100,0.2,10,0,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"177",15,10,100,0.2,10,0.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"178",15,10,100,0.2,10,1,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"179",15,10,100,0.2,10,1.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"180",15,10,100,0.2,10,2,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"181",15,10,100,0.2,10,2.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"182",15,10,100,0.2,10,3,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"183",15,10,120,0.2,10,0,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"184",15,10,120,0.2,10,0.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"185",15,10,120,0.2,10,1,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"186",15,10,120,0.2,10,1.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"187",15,10,120,0.2,10,2,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"188",15,10,120,0.2,10,2.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"189",15,10,120,0.2,10,3,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"190",15,10,150,0.2,10,0,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"191",15,10,150,0.2,10,0.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"192",15,10,150,0.2,10,1,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"193",15,10,150,0.2,10,1.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"194",15,10,150,0.2,10,2,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"195",15,10,150,0.2,10,2.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"196",15,10,150,0.2,10,3,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"197",15,15,20,0.2,10,0,0.71462829736211,0.793814432989691,0.531746031746032,0.680062920699278
"198",15,15,20,0.2,10,0.5,0.71462829736211,0.793814432989691,0.531746031746032,0.680062920699278
"199",15,15,20,0.2,10,1,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"200",15,15,20,0.2,10,1.5,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"201",15,15,20,0.2,10,2,0.719424460431655,0.797250859106529,0.53968253968254,0.685452619740241
"202",15,15,20,0.2,10,2.5,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"203",15,15,20,0.2,10,3,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"204",15,15,30,0.2,10,0,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"205",15,15,30,0.2,10,0.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"206",15,15,30,0.2,10,1,0.71462829736211,0.793814432989691,0.531746031746032,0.680062920699278
"207",15,15,30,0.2,10,1.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"208",15,15,30,0.2,10,2,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"209",15,15,30,0.2,10,2.5,0.719424460431655,0.797250859106529,0.53968253968254,0.685452619740241
"210",15,15,30,0.2,10,3,0.719424460431655,0.797250859106529,0.53968253968254,0.685452619740241
"211",15,15,50,0.2,10,0,0.743405275779377,0.814432989690722,0.579365079365079,0.712401114945059
"212",15,15,50,0.2,10,0.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"213",15,15,50,0.2,10,1,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"214",15,15,50,0.2,10,1.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"215",15,15,50,0.2,10,2,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"216",15,15,50,0.2,10,2.5,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"217",15,15,50,0.2,10,3,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"218",15,15,75,0.2,10,0,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"219",15,15,75,0.2,10,0.5,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"220",15,15,75,0.2,10,1,0.743405275779377,0.814432989690722,0.579365079365079,0.712401114945059
"221",15,15,75,0.2,10,1.5,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"222",15,15,75,0.2,10,2,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"223",15,15,75,0.2,10,2.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"224",15,15,75,0.2,10,3,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"225",15,15,100,0.2,10,0,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"226",15,15,100,0.2,10,0.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"227",15,15,100,0.2,10,1,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"228",15,15,100,0.2,10,1.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"229",15,15,100,0.2,10,2,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"230",15,15,100,0.2,10,2.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"231",15,15,100,0.2,10,3,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"232",15,15,120,0.2,10,0,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"233",15,15,120,0.2,10,0.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"234",15,15,120,0.2,10,1,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"235",15,15,120,0.2,10,1.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"236",15,15,120,0.2,10,2,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"237",15,15,120,0.2,10,2.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"238",15,15,120,0.2,10,3,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"239",15,15,150,0.2,10,0,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"240",15,15,150,0.2,10,0.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"241",15,15,150,0.2,10,1,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"242",15,15,150,0.2,10,1.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"243",15,15,150,0.2,10,2,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"244",15,15,150,0.2,10,2.5,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"245",15,15,150,0.2,10,3,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"246",15,20,20,0.2,10,0,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"247",15,20,20,0.2,10,0.5,0.71462829736211,0.793814432989691,0.531746031746032,0.680062920699278
"248",15,20,20,0.2,10,1,0.719424460431655,0.797250859106529,0.53968253968254,0.685452619740241
"249",15,20,20,0.2,10,1.5,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"250",15,20,20,0.2,10,2,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"251",15,20,20,0.2,10,2.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"252",15,20,20,0.2,10,3,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"253",15,20,30,0.2,10,0,0.71462829736211,0.793814432989691,0.531746031746032,0.680062920699278
"254",15,20,30,0.2,10,0.5,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"255",15,20,30,0.2,10,1,0.71462829736211,0.793814432989691,0.531746031746032,0.680062920699278
"256",15,20,30,0.2,10,1.5,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"257",15,20,30,0.2,10,2,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"258",15,20,30,0.2,10,2.5,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"259",15,20,30,0.2,10,3,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"260",15,20,50,0.2,10,0,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"261",15,20,50,0.2,10,0.5,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"262",15,20,50,0.2,10,1,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"263",15,20,50,0.2,10,1.5,0.719424460431655,0.797250859106529,0.53968253968254,0.685452619740241
"264",15,20,50,0.2,10,2,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"265",15,20,50,0.2,10,2.5,0.724220623501199,0.800687285223368,0.547619047619048,0.690842318781205
"266",15,20,50,0.2,10,3,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"267",15,20,75,0.2,10,0,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"268",15,20,75,0.2,10,0.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"269",15,20,75,0.2,10,1,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"270",15,20,75,0.2,10,1.5,0.729016786570743,0.804123711340206,0.555555555555556,0.696232017822168
"271",15,20,75,0.2,10,2,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"272",15,20,75,0.2,10,2.5,0.748201438848921,0.81786941580756,0.587301587301587,0.717790813986023
"273",15,20,75,0.2,10,3,0.752997601918465,0.821305841924399,0.595238095238095,0.723180513026986
"274",15,20,100,0.2,10,0,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
"275",15,20,100,0.2,10,0.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"276",15,20,100,0.2,10,1,0.743405275779376,0.814432989690722,0.579365079365079,0.712401114945059
"277",15,20,100,0.2,10,1.5,0.733812949640288,0.807560137457045,0.563492063492063,0.701621716863132
"278",15,20,100,0.2,10,2,0.738609112709832,0.810996563573883,0.571428571428571,0.707011415904096
