"","gota","lr","epocas","exactitud","precision","precision_secundaria","promedio"
"1",0.2,0.01,10,0.684210526315789,0.699424953156296,0.667207792207792,0.683614423893293
"2",0.2,0.01,20,0.671679197994987,0.694356120826709,0.645284658843981,0.670439992555226
"3",0.2,0.01,30,0.669172932330827,0.709321041849576,0.62983682983683,0.669443601339078
"4",0.2,0.01,40,0.669172932330827,0.706588783325968,0.62766210791318,0.667807941189992
"5",0.2,0.01,50,0.664160401002506,0.68935917721519,0.62916954221302,0.660896373476906
"6",0.2,0.01,60,0.651629072681704,0.680337053471382,0.61623919277521,0.649401772976099
"7",0.2,0.01,70,0.646616541353383,0.676817044069961,0.616185897435897,0.646539827619747
"8",0.2,0.01,80,0.656641604010025,0.69599079473907,0.615950565950566,0.656194321566554
"9",0.2,0.01,90,0.674185463659148,0.696825396825397,0.645137748586024,0.672049536356856
"10",0.2,0.01,100,0.636591478696742,0.675225645813881,0.595798992673993,0.635872039061539
"11",0.2,0.02,10,0.694235588972431,0.699674281735068,0.706397922017616,0.700102597575038
"12",0.2,0.02,20,0.674185463659148,0.719077429174645,0.633502690419534,0.675588527751109
"13",0.2,0.02,30,0.62406015037594,0.66974827066105,0.578190045248869,0.623999488761953
"14",0.2,0.02,40,0.636591478696742,0.68043377703354,0.590182027839552,0.635735761189944
"15",0.2,0.02,50,0.651629072681704,0.674089001675209,0.61867989246315,0.648132655606688
"16",0.2,0.02,60,0.664160401002506,0.698309817754262,0.627455877455877,0.663308698737549
"17",0.2,0.02,70,0.656641604010025,0.696481921834035,0.621516839764312,0.658213455202791
"18",0.2,0.02,80,0.644110275689223,0.690598290598291,0.604695098239664,0.646467888175726
"19",0.2,0.02,90,0.644110275689223,0.682192124815076,0.616596638655462,0.647633013053254
"20",0.2,0.02,100,0.619047619047619,0.657993116944463,0.582910052910053,0.619983596300712
"21",0.2,0.03,10,0.68922305764411,0.693311856102554,0.686304420148498,0.689613111298387
"22",0.2,0.03,20,0.681704260651629,0.700558901645858,0.656847677595628,0.679703613297705
"23",0.2,0.03,30,0.676691729323308,0.710322528330191,0.637191697191697,0.674735318281732
"24",0.2,0.03,40,0.661654135338346,0.695101659584207,0.629037273310865,0.661931022744473
"25",0.2,0.03,50,0.646616541353383,0.674127488833371,0.613236481033091,0.644660170406615
"26",0.2,0.03,60,0.651629072681704,0.6781867111893,0.623363965469229,0.651059916446744
"27",0.2,0.03,70,0.664160401002506,0.701179186110693,0.623249299719888,0.662862962277696
"28",0.2,0.03,80,0.664160401002506,0.700393981252226,0.631778453812352,0.665444278689028
"29",0.2,0.03,90,0.676691729323308,0.689210032817628,0.656641472827642,0.674181078322859
"30",0.2,0.03,100,0.654135338345865,0.688720500161178,0.621093446878387,0.654649761795143
"31",0.2,0.05,10,0.709273182957393,0.691566561864559,0.749556541019956,0.716798761947303
