"","gota","lr","epocas","exactitud","precision","precision_secundaria","promedio"
"1",0.2,0.01,10,0.609022556390977,0.653049101436198,0.566562382783679,0.609544680203618
"2",0.2,0.01,20,0.619047619047619,0.658658054159421,0.578101110359175,0.618602261188738
"3",0.2,0.01,30,0.614035087719298,0.64536794474875,0.579524225344659,0.612975752604236
"4",0.2,0.01,40,0.606516290726817,0.637710842167432,0.571219103477168,0.605148745457139
"5",0.2,0.01,50,0.56390977443609,0.603584229390681,0.529173765453513,0.565555923093428
"6",0.2,0.01,60,0.591478696741855,0.62900880214313,0.554628922275981,0.591705473720322
"7",0.2,0.01,70,0.598997493734336,0.645064643151029,0.555235811805078,0.599765982896814
"8",0.2,0.01,80,0.601503759398496,0.649693657890379,0.55907960199005,0.603425673092975
"9",0.2,0.01,90,0.606516290726817,0.647566640103953,0.566311300639659,0.60679807715681
"10",0.2,0.01,100,0.581453634085213,0.632356707087445,0.542735042735043,0.585515127969233
"11",0.2,0.02,10,0.614035087719298,0.650275072150072,0.578175375709445,0.614161845192938
"12",0.2,0.02,20,0.591478696741855,0.621247563352826,0.559225933686676,0.590650731260452
"13",0.2,0.02,30,0.578947368421053,0.613786676286676,0.545008428650624,0.579247491119451
"14",0.2,0.02,40,0.598997493734336,0.651166840822013,0.557626154939588,0.602596829831979
"15",0.2,0.02,50,0.571428571428571,0.606555450401133,0.532804726368159,0.570262916065955
"16",0.2,0.02,60,0.596491228070175,0.624708624708625,0.5599276345545,0.593709162444433
"17",0.2,0.02,70,0.571428571428571,0.603145811901023,0.533385157545605,0.5693198469584
"18",0.2,0.02,80,0.573934837092732,0.611355058455307,0.533550879816898,0.572946925121646
"19",0.2,0.02,90,0.6265664160401,0.669287042421371,0.587165902091275,0.627673120184249
"20",0.2,0.02,100,0.578947368421053,0.619497696973252,0.539312039312039,0.579252368235448
"21",0.2,0.03,10,0.631578947368421,0.646455223880597,0.606584715075281,0.628206295441433
"22",0.2,0.03,20,0.593984962406015,0.640439295119359,0.552102554520045,0.595508937348473
"23",0.2,0.03,30,0.568922305764411,0.607309941520468,0.536607026935943,0.570946424740274
"24",0.2,0.03,40,0.583959899749373,0.62298991373244,0.548999227389058,0.585316346956957
"25",0.2,0.03,50,0.541353383458647,0.584126984126984,0.50871714806141,0.54473250521568
"26",0.2,0.03,60,0.598997493734336,0.635091322431476,0.560710868733257,0.598266561633023
"27",0.2,0.03,70,0.571428571428571,0.612438725490196,0.532144184318097,0.572003827078955
"28",0.2,0.03,80,0.56390977443609,0.59811900278002,0.523395761100679,0.56180817943893
"29",0.2,0.03,90,0.581453634085213,0.628527392461819,0.541144387739875,0.583708471428969
"30",0.2,0.03,100,0.56390977443609,0.609849096289774,0.526451824959288,0.566736898561717
"31",0.2,0.05,10,0.573934837092732,0.607967706313295,0.592596775205471,0.591499772870499
"32",0.2,0.05,20,0.581453634085213,0.642100999944137,0.538189059989341,0.58724789800623
"33",0.2,0.05,30,0.604010025062657,0.643559618204649,0.571813186813187,0.606460943360164
"34",0.2,0.05,40,0.606516290726817,0.663961708535965,0.561692344679743,0.610723447980842
"35",0.2,0.05,50,0.551378446115288,0.602363255193444,0.512117298124761,0.555286333144498
"36",0.2,0.05,60,0.576441102756892,0.627910052910053,0.537484084542908,0.580611746736618
"37",0.2,0.05,70,0.601503759398496,0.655858033774788,0.563641190881334,0.607000994684873
"38",0.2,0.05,80,0.596491228070175,0.648357067038309,0.559946133445521,0.601598142851335
"39",0.2,0.05,90,0.619047619047619,0.664865307459265,0.581221846846847,0.62171159111791
"40",0.2,0.05,100,0.56390977443609,0.619290382819795,0.528434617591244,0.570544924949043
"41",0.2,0.06,10,0.553884711779449,0.604909710172868,NA,NA
"42",0.2,0.06,20,0.573934837092732,0.625689986532831,0.538142751557386,0.579255858394316
"43",0.2,0.06,30,0.566416040100251,0.608134252578697,0.534391534391534,0.569647275690161
"44",0.2,0.06,40,0.629072681704261,0.667753419763169,0.59075926303932,0.62919512150225
"45",0.2,0.06,50,0.588972431077694,0.618487098325808,0.552363360490814,0.586607629964772
"46",0.2,0.06,60,0.598997493734336,0.631678309818533,0.561741405995438,0.597472403182769
"47",0.2,0.06,70,0.566416040100251,0.610969953619681,0.528257630377313,0.568547874699082
"48",0.2,0.06,80,0.609022556390977,0.647232397232397,0.572537508153947,0.609597487259107
"49",0.2,0.06,90,0.593984962406015,0.635157192534242,0.556216931216931,0.595119695385729
"50",0.2,0.06,100,0.576441102756892,0.607995624048706,0.539855072463768,0.574763933089789
