"auc","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth"
0.704805836501896,0.10731801066082,0.739396904581226,23,46,7
0.675163337347999,0.0529702283433871,0.848040188432206,31,53,4
0.68612115550321,0.1494615133974,0.906243480646517,39,56,5
0.700698009955837,0.0735908537214855,0.670488911753055,23,35,8
0.692660138033652,0.0358035231592366,0.715380417013075,10,22,4
0.673529775296326,0.0906642433004454,0.650888493258972,33,69,8
0.646241563263829,0.0614690808554878,0.517789602496196,28,41,6
0.681785090483931,0.0431684362873202,0.633651116755791,43,33,3
0.675981654651546,0.195808911613422,0.952306895432994,18,50,9
0.706453347281084,0.132239317233441,0.584218266573735,13,19,7
0.727936067317503,0.0783980447718641,0.427426939255092,42,16,9
0.687955755226384,0.183177822636557,0.931346066344995,26,12,7
0.670506039939514,0.157377462609904,0.435919674180914,9,59,3
0.700909328142431,0.17797702332167,0.812655198306311,45,29,6
0.706038293145392,0.101508083891822,0.560676273542922,15,43,10
0.636049447014268,0.0185792445528787,0.771986388226505,34,66,5
0.67139830428246,0.0216040001446381,0.997907467952464,50,25,10
0.711112860530873,0.134895479638013,0.464165209287312,36,14,3
0.679424721764879,0.170535290040658,0.543981261188164,48,63,9
0.685507740494489,0.11572553114302,0.867861017361283,19,39,5
0.683837750253024,0.199877873548617,0.420169589763683,42,11,10
0.694721921793878,0.078452796782474,0.743528976912769,42,10,10
0.65298488658984,0.0222372215272905,0.560406231073104,8,36,7
0.717767450216853,0.0990029966315554,0.402182199732939,28,20,9
0.7083676512284,0.0795192974929808,0.400321656800306,23,20,7
0.690505519982191,0.0921084495260178,0.449305743759318,50,12,8
0.732981679473409,0.0743850369821908,0.43695628326817,20,23,9
0.697486261702392,0.0739300120606198,0.448726073412615,8,13,9
0.681532259802965,0.0776334950604387,0.451496778884857,37,23,9
0.70724088918275,0.136877963630225,0.68937113511809,21,23,10
0.714247124876257,0.0767100456677239,0.431762692852943,13,22,9
0.69897919573168,0.141814799910844,0.449286935961014,49,45,8
0.670961315934827,0.125367162456317,0.746327841587085,15,56,3
0.691859668975302,0.0959973414353865,0.415580718826639,21,20,9
0.677106992781288,0.038119419001278,0.88134093241049,39,65,3
0.653630988605413,0.198402745233472,0.611546876450907,30,67,3
0.701147538154487,0.0738765278320983,0.436160073533064,34,17,9
0.692497533555724,0.0405270886876693,0.412426025698807,18,23,7
0.696715883181316,0.0722695088889448,0.575313263598592,19,24,8
0.709961734946696,0.106483048815781,0.887253591549629,45,16,3
0.688995713747199,0.164494736578774,0.933828049390949,45,24,9
0.702377201103954,0.174497101062471,0.943902559606219,34,41,7
0.732799493792374,0.120809349850074,0.825555168272415,19,13,3
0.703442287344947,0.180343597988291,0.529393524676422,37,12,8
0.680948995451467,0.0141470705461939,0.80091383906871,20,33,9
0.655621027620486,0.0237282372406055,0.402334415351041,50,26,10
0.688544150771018,0.114545167466195,0.731421051703952,19,43,4
0.667794838151395,0.1371693544464,0.613229566197516,14,56,7
0.69832119078337,0.162188680216374,0.908893963869987,31,32,4
0.669019430862914,0.0748849853214052,0.437151904399579,19,23,5
0.655167717675281,0.088766212764401,0.44321719947909,43,53,9
0.678438374675215,0.0253614943133759,0.404222728513929,20,22,9
0.695934504226961,0.0510607706734445,0.487651772328513,31,17,10
0.687368408785641,0.0539503222600208,0.995547141339025,20,16,8
0.710983311069473,0.068384477077676,0.970914160725567,47,24,8
0.686898555974465,0.0620220556968427,0.533068614909425,32,44,8
0.701959779365389,0.100795038629828,0.476142818100844,40,18,6
0.702992557029793,0.140581240621388,0.70155253599491,41,46,3
0.713062456372522,0.1684664908964,0.839970990286721,22,33,8
0.667845853562799,0.0104645738024381,0.405107692819787,29,10,5
0.671062563528932,0.0544894841017039,0.872806095315795,46,13,6
0.671367797538105,0.104599932511027,0.811775730971433,44,55,6
0.673269833643226,0.0471764165958459,0.570379523744946,9,50,4
0.710180012807578,0.108376779896766,0.927252032318292,18,29,3
0.670465986720577,0.040433263459322,0.949655417096149,47,64,10
0.65827292714907,0.0705003954358096,0.675945045706304,50,62,6
0.647097443494279,0.0439478659010911,0.659372997617722,34,56,10
0.687882293084576,0.162155663781317,0.474427977839205,32,14,10
0.640342360508022,0.0406170974113373,0.913345685546333,39,70,4
0.69443562725309,0.17687392471069,0.598826822643727,9,57,4
0.676922973266694,0.0743765304936286,0.719072449245649,28,46,9
0.680406656863787,0.0761241513155983,0.949522854646435,15,67,6
0.672952382782574,0.0257540949061653,0.789180531395879,8,35,4
0.672777958872573,0.0536059227193543,0.519736688778875,46,68,3
0.661912564414949,0.0850621538719581,0.890342450860841,46,67,4
0.699988118840935,0.195310739725449,0.460625085343188,23,15,3
0.724267298169097,0.12658299760724,0.668550864986656,49,37,4
0.673410075974592,0.0674643686555536,0.586337932268297,43,56,7
0.713368941689743,0.171436629677182,0.431407363138115,36,51,6
0.689103631778302,0.178782196951432,0.779112832127651,28,60,10
0.67574910933169,0.0210355545730609,0.933586819268204,13,15,10
0.679104296444982,0.193791146285147,0.93486666707336,11,56,10
0.718217710120495,0.121186680919904,0.790800378175759,21,17,3
0.688204071713558,0.0717140248823185,0.481665209798046,23,22,9
0.682621780486423,0.136371164627532,0.704645562583162,48,55,6
0.669026447727557,0.16462097574366,0.940251805976918,19,56,10
0.72772942547988,0.171499239139892,0.747799432510976,27,26,6
0.687579077490282,0.0794625328226923,0.939997314957902,39,29,10
0.672722764208782,0.0630064688757993,0.549511678506434,29,68,4
0.654974978793151,0.142406117829022,0.604671508821798,24,66,7
0.709235598742178,0.192897314505361,0.436710751169268,44,32,8
0.664847911907599,0.177480304019619,0.488324416016554,15,50,9
0.720383942764962,0.0583443428734411,0.82499359453111,38,20,4
0.654624612794014,0.0600275541192992,0.646848719343869,20,65,5
